org RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  399.8   80  1.4298 -2.383e-03  0.021  0.086    1.60  1.6604  4.629  0.149  0.986  0.710  1.000  2.130  2.411  2.031  1.544  1.068  0.713  0.458
  329.1   80  1.4328 -2.055e-03  0.021  0.086    1.60  2.1447  5.979  0.149  0.987  0.731  1.000  2.193  2.610  2.336  1.899  1.410  1.003  0.692
  229.8   80  1.4428 -1.587e-02  0.021  0.086    1.60  2.7710  7.725  0.149  0.908  0.758  1.000  2.276  2.865  2.779  2.469  2.035  1.603  1.241
 7082.2   80  1.3613 -1.639e-02  0.021  0.086    1.60  0.0049  0.014  0.149  0.000  0.023  1.000  0.069  0.502  0.015  0.000  0.000  0.000  0.000
  300.0   90  1.4156 -2.940e-03  0.021  0.092    1.60  2.4065  6.294  0.159  0.982  0.753  1.000  2.259  2.802  2.642  2.270  1.793  1.353  0.998
  400.0   90  1.4093 -1.840e-03  0.021  0.092    1.60  1.7001  4.447  0.159  0.989  0.727  1.000  2.181  2.532  2.202  1.728  1.235  0.850  0.564
  440.0   90  1.4082 -1.839e-03  0.021  0.092    1.60  1.4712  3.848  0.159  0.988  0.714  1.000  2.141  2.418  2.033  1.539  1.059  0.704  0.450
  500.0   90  1.4068 -1.840e-03  0.021  0.092    1.60  1.1839  3.097  0.159  0.988  0.692  1.000  2.075  2.254  1.797  1.293  0.841  0.533  0.323
  550.0   90  1.4055 -2.210e-03  0.021  0.092    1.60  0.9904  2.590  0.159  0.984  0.673  1.000  2.018  2.123  1.621  1.118  0.696  0.424  0.247
  600.0   90  1.4049 -2.210e-03  0.021  0.092    1.60  0.8328  2.178  0.159  0.983  0.653  1.000  1.958  2.000  1.461  0.967  0.576  0.339  0.190
  675.0   90  1.4041 -2.576e-03  0.021  0.092    1.60  0.6490  1.697  0.159  0.979  0.622  1.000  1.866  1.829  1.253  0.781  0.437  0.244  0.129
  800.0   90  1.3993 -3.680e-03  0.021  0.092    1.60  0.4331  1.133  0.159  0.964  0.571  1.000  1.713  1.587  0.981  0.555  0.282  0.145  0.071
  870.0   90  1.3982 -4.452e-03  0.021  0.092    1.60  0.3528  0.923  0.159  0.953  0.543  1.000  1.629  1.470  0.859  0.461  0.222  0.109  0.051
 1000.0   90  1.3980 -5.700e-03  0.021  0.092    1.60  0.2508  0.656  0.159  0.930  0.492  1.000  1.477  1.286  0.677  0.329  0.145  0.066  0.028
 1020.0   90  1.3975 -5.845e-03  0.021  0.092    1.60  0.2380  0.622  0.159  0.926  0.484  1.000  1.455  1.261  0.654  0.313  0.136  0.061  0.026
55555.6   90  1.6742  6.510e-02  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   90  1.6768  1.358e-01  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.003  1.000  0.008  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   90  1.6487  1.927e-01  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   90  1.3260  1.747e-01  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.006  1.000  0.018  0.500  0.004  0.000  0.000  0.000  0.000
13157.9   90  1.3255  1.788e-01  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.008  1.000  0.022  0.500  0.005  0.000  0.000  0.000  0.000
11111.1   90  1.3529  4.929e-02  0.021  0.092    1.60  0.0000  0.000  0.159  0.006  0.011  1.000  0.032  0.501  0.007  0.000  0.000  0.000  0.000
 9708.7   90  1.4755 -5.327e-03  0.021  0.092    1.60  0.0013  0.003  0.159  0.033  0.015  1.000  0.045  0.501  0.009  0.000  0.000  0.000  0.000
 8849.6   90  1.7958 -9.532e-02  0.021  0.092    1.60  0.0177  0.046  0.159  0.016  0.021  1.000  0.065  0.502  0.010  0.000  0.000  0.000  0.000
 7782.1   90  1.2822 -1.843e-03  0.021  0.092    1.60  0.0007  0.002  0.159  0.110  0.021  1.000  0.062  0.502  0.013  0.000  0.000  0.000  0.000
 6968.6   90  1.3538 -6.224e-03  0.021  0.092    1.60  0.0021  0.006  0.159  0.000  0.027  1.000  0.081  0.503  0.017  0.000  0.000  0.000  0.000
 6097.6   90  1.3529  5.550e-02  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.035  1.000  0.105  0.505  0.022  0.001  0.000  0.000  0.000
 5154.6   90  1.3710 -2.258e-03  0.021  0.092    1.60  0.0016  0.004  0.159  0.324  0.048  1.000  0.145  0.509  0.029  0.002  0.000  0.000  0.000
 4618.9   90  1.3765  4.957e-03  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.059  1.000  0.178  0.514  0.036  0.003  0.000  0.000  0.000
 4319.7   90  1.3827  2.264e-03  0.021  0.092    1.60  0.0003  0.001  0.159  0.000  0.067  1.000  0.202  0.518  0.041  0.003  0.000  0.000  0.000
 4016.1   90  1.3889  1.108e-03  0.021  0.092    1.60  0.0014  0.004  0.159  1.000  0.076  1.000  0.230  0.523  0.048  0.004  0.000  0.000  0.000
 3418.8   90  1.4215  8.351e-03  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.103  1.000  0.311  0.540  0.064  0.007  0.001  0.000  0.000
 3444.7   90  1.4199  6.697e-03  0.021  0.092    1.60  0.0000  0.000  0.159  0.366  0.102  1.000  0.306  0.538  0.063  0.007  0.001  0.000  0.000
 2777.0   90  1.3294  1.338e-01  0.021  0.092    1.60  0.0000  0.000  0.159  0.000  0.139  1.000  0.417  0.576  0.097  0.016  0.003  0.001  0.000
 2320.2   90  1.3256 -2.977e-02  0.021  0.092    1.60  0.0354  0.092  0.159  0.998  0.182  1.000  0.546  0.617  0.135  0.027  0.006  0.001  0.000
 2044.2   90  1.3443 -5.328e-03  0.021  0.092    1.60  0.0245  0.063  0.159  0.910  0.221  1.000  0.663  0.669  0.173  0.041  0.010  0.003  0.001
 1778.4   90  1.3681 -5.368e-03  0.021  0.092    1.60  0.0436  0.114  0.159  0.802  0.270  1.000  0.809  0.744  0.228  0.064  0.018  0.006  0.002
 1455.2   90  1.3905 -7.982e-03  0.021  0.092    1.60  0.0902  0.236  0.159  0.831  0.346  1.000  1.038  0.889  0.336  0.118  0.038  0.014  0.005
 1270.3   90  1.3916 -7.061e-03  0.021  0.092    1.60  0.1302  0.341  0.159  0.878  0.399  1.000  1.197  1.014  0.437  0.175  0.064  0.025  0.009
  944.3   90  1.3988 -5.225e-03  0.021  0.092    1.60  0.2906  0.760  0.159  0.940  0.513  1.000  1.541  1.360  0.747  0.379  0.173  0.082  0.036
  693.5   90  1.4042 -2.562e-03  0.021  0.092    1.60  0.6118  1.600  0.159  0.978  0.615  1.000  1.843  1.790  1.207  0.741  0.409  0.225  0.118
  527.1   90  1.4060 -2.053e-03  0.021  0.092    1.60  1.0740  2.809  0.159  0.986  0.682  1.000  2.044  2.182  1.699  1.195  0.759  0.470  0.279
  399.8   90  1.4093 -1.842e-03  0.021  0.092    1.60  1.7016  4.451  0.159  0.989  0.727  1.000  2.181  2.533  2.203  1.729  1.236  0.851  0.565
  329.1   90  1.4129 -1.595e-03  0.021  0.092    1.60  2.1844  5.713  0.159  0.990  0.746  1.000  2.238  2.724  2.509  2.096  1.603  1.172  0.834
  229.8   90  1.4250 -1.221e-02  0.021  0.092    1.60  2.8038  7.333  0.159  0.925  0.768  1.000  2.303  2.950  2.912  2.643  2.224  1.790  1.417
 7082.2   90  1.3497 -6.228e-03  0.021  0.092    1.60  0.0021  0.006  0.159  0.044  0.026  1.000  0.079  0.503  0.016  0.000  0.000  0.000  0.000
  300.0   95  1.3997 -2.240e-03  0.021  0.099    1.60  2.4732  6.017  0.171  0.986  0.765  1.000  2.296  2.906  2.808  2.476  2.009  1.558  1.180
  400.0   95  1.3925 -1.400e-03  0.021  0.099    1.60  1.7758  4.320  0.171  0.991  0.743  1.000  2.229  2.655  2.386  1.933  1.429  1.014  0.696
  440.0   95  1.3913 -1.399e-03  0.021  0.099    1.60  1.5453  3.759  0.171  0.991  0.731  1.000  2.193  2.545  2.215  1.736  1.239  0.850  0.563
  500.0   95  1.3896 -1.400e-03  0.021  0.099    1.60  1.2526  3.048  0.171  0.990  0.711  1.000  2.132  2.384  1.976  1.475  0.998  0.655  0.412
  550.0   95  1.3882 -1.680e-03  0.021  0.099    1.60  1.0531  2.562  0.171  0.988  0.693  1.000  2.079  2.255  1.794  1.287  0.835  0.528  0.319
  600.0   95  1.3875 -1.680e-03  0.021  0.099    1.60  0.8902  2.166  0.171  0.987  0.674  1.000  2.022  2.131  1.627  1.122  0.698  0.426  0.248
  675.0   95  1.3866 -1.957e-03  0.021  0.099    1.60  0.6984  1.699  0.171  0.984  0.645  1.000  1.935  1.956  1.406  0.915  0.537  0.311  0.172
  800.0   95  1.3825 -2.800e-03  0.021  0.099    1.60  0.4713  1.147  0.171  0.973  0.596  1.000  1.789  1.706  1.111  0.659  0.352  0.189  0.096
  870.0   95  1.3815 -3.390e-03  0.021  0.099    1.60  0.3855  0.938  0.171  0.964  0.569  1.000  1.706  1.583  0.977  0.551  0.280  0.144  0.071
 1000.0   95  1.3811 -4.340e-03  0.021  0.099    1.60  0.2747  0.668  0.171  0.946  0.519  1.000  1.558  1.387  0.776  0.399  0.185  0.088  0.040
 1020.0   95  1.3807 -4.452e-03  0.021  0.099    1.60  0.2608  0.634  0.171  0.943  0.512  1.000  1.536  1.360  0.750  0.380  0.174  0.082  0.037
55555.6   95  1.6400  1.300e-01  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   95  1.6389  1.901e-01  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.004  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   95  1.5916  2.486e-01  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.005  1.000  0.016  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   95  1.3131  2.292e-01  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.007  1.000  0.020  0.500  0.004  0.000  0.000  0.000  0.000
13157.9   95  1.2849  2.113e-01  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.009  1.000  0.025  0.500  0.006  0.000  0.000  0.000  0.000
11111.1   95  1.3035  6.269e-02  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.012  1.000  0.036  0.501  0.008  0.000  0.000  0.000  0.000
 9708.7   95  1.4178  7.147e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.016  1.000  0.050  0.501  0.010  0.000  0.000  0.000  0.000
 8849.6   95  1.6696 -6.320e-02  0.021  0.099    1.60  0.0141  0.035  0.171  0.025  0.023  1.000  0.070  0.502  0.011  0.000  0.000  0.000  0.000
 7782.1   95  1.2860  6.766e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.024  1.000  0.073  0.502  0.015  0.000  0.000  0.000  0.000
 6968.6   95  1.3426  1.342e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.031  1.000  0.093  0.504  0.019  0.001  0.000  0.000  0.000
 6097.6   95  1.3439  6.667e-02  0.021  0.099    1.60  0.0000  0.000  0.171  0.003  0.039  1.000  0.120  0.507  0.025  0.001  0.000  0.000  0.000
 5154.6   95  1.3601 -7.285e-04  0.021  0.099    1.60  0.0010  0.003  0.171  0.000  0.055  1.000  0.164  0.512  0.034  0.002  0.000  0.000  0.000
 4618.9   95  1.3652  7.505e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.067  1.000  0.201  0.517  0.042  0.003  0.000  0.000  0.000
 4319.7   95  1.3719  4.048e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.489  0.076  1.000  0.228  0.522  0.048  0.003  0.000  0.000  0.000
 4016.1   95  1.3796  1.978e-03  0.021  0.099    1.60  0.0014  0.004  0.171  1.000  0.086  1.000  0.260  0.529  0.055  0.005  0.001  0.000  0.000
 3418.8   95  1.4197  1.040e-02  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.117  1.000  0.351  0.550  0.074  0.009  0.001  0.000  0.000
 3444.7   95  1.4171  8.465e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.795  0.115  1.000  0.346  0.548  0.072  0.008  0.001  0.000  0.000
 2777.0   95  1.3172  1.559e-01  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.154  1.000  0.462  0.595  0.112  0.021  0.003  0.001  0.000
 2320.2   95  1.3134 -3.304e-02  0.021  0.099    1.60  0.0425  0.104  0.171  1.000  0.202  1.000  0.605  0.642  0.156  0.034  0.008  0.001  0.000
 2044.2   95  1.3344 -5.115e-03  0.021  0.099    1.60  0.0285  0.070  0.171  0.959  0.243  1.000  0.730  0.705  0.200  0.052  0.014  0.004  0.001
 1778.4   95  1.3549 -3.827e-03  0.021  0.099    1.60  0.0482  0.117  0.171  0.851  0.294  1.000  0.883  0.791  0.264  0.081  0.023  0.007  0.003
 1455.2   95  1.3737 -5.988e-03  0.021  0.099    1.60  0.0986  0.240  0.171  0.872  0.372  1.000  1.117  0.953  0.389  0.148  0.052  0.019  0.007
 1270.3   95  1.3752 -5.346e-03  0.021  0.099    1.60  0.1433  0.348  0.171  0.907  0.427  1.000  1.280  1.092  0.506  0.216  0.084  0.035  0.014
  944.3   95  1.3818 -3.978e-03  0.021  0.099    1.60  0.3178  0.773  0.171  0.954  0.540  1.000  1.620  1.466  0.855  0.457  0.220  0.108  0.051
  693.5   95  1.3867 -1.946e-03  0.021  0.099    1.60  0.6594  1.604  0.171  0.983  0.638  1.000  1.913  1.916  1.356  0.870  0.503  0.288  0.157
  527.1   95  1.3888 -1.561e-03  0.021  0.099    1.60  1.1394  2.772  0.171  0.989  0.701  1.000  2.104  2.313  1.875  1.370  0.906  0.583  0.358
  399.8   95  1.3925 -1.402e-03  0.021  0.099    1.60  1.7773  4.324  0.171  0.991  0.743  1.000  2.229  2.656  2.387  1.934  1.430  1.015  0.697
  329.1   95  1.3966 -1.213e-03  0.021  0.099    1.60  2.2570  5.491  0.171  0.992  0.760  1.000  2.280  2.836  2.685  2.306  1.817  1.369  1.002
  229.8   95  1.4105 -9.323e-03  0.021  0.099    1.60  2.8528  6.940  0.171  0.939  0.775  1.000  2.326  3.026  3.041  2.818  2.424  1.995  1.617
 7082.2   95  1.3401  2.135e-03  0.021  0.099    1.60  0.0000  0.000  0.171  0.000  0.030  1.000  0.090  0.503  0.019  0.001  0.000  0.000  0.000
  300.0   99  1.3770 -1.240e-03  0.021  0.117    1.60  2.6732  5.489  0.203  0.991  0.785  1.000  2.354  3.089  3.121  2.890  2.475  2.026  1.625
  400.0   99  1.3685 -7.730e-04  0.021  0.117    1.60  2.0282  4.165  0.203  0.995  0.772  1.000  2.316  2.896  2.769  2.389  1.891  1.431  1.049
  440.0   99  1.3671 -7.724e-04  0.021  0.117    1.60  1.7963  3.689  0.203  0.995  0.763  1.000  2.288  2.802  2.610  2.189  1.680  1.234  0.876
  500.0   99  1.3651 -7.730e-04  0.021  0.117    1.60  1.4897  3.059  0.203  0.995  0.747  1.000  2.242  2.657  2.377  1.911  1.401  0.987  0.670
  550.0   99  1.3635 -9.280e-04  0.021  0.117    1.60  1.2725  2.613  0.203  0.993  0.733  1.000  2.198  2.538  2.193  1.703  1.203  0.819  0.537
  600.0   99  1.3626 -9.280e-04  0.021  0.117    1.60  1.0918  2.242  0.203  0.993  0.717  1.000  2.152  2.419  2.018  1.513  1.030  0.680  0.430
  675.0   99  1.3618 -1.078e-03  0.021  0.117    1.60  0.8733  1.794  0.203  0.991  0.693  1.000  2.078  2.247  1.779  1.268  0.818  0.515  0.311
  800.0   99  1.3585 -1.550e-03  0.021  0.117    1.60  0.6074  1.247  0.203  0.986  0.650  1.000  1.951  1.990  1.445  0.949  0.563  0.329  0.185
  870.0   99  1.3576 -1.876e-03  0.021  0.117    1.60  0.5028  1.032  0.203  0.981  0.626  1.000  1.878  1.860  1.288  0.809  0.459  0.257  0.139
 1000.0   99  1.3568 -2.390e-03  0.021  0.117    1.60  0.3631  0.746  0.203  0.972  0.581  1.000  1.743  1.645  1.045  0.604  0.316  0.166  0.083
 1020.0   99  1.3565 -2.455e-03  0.021  0.117    1.60  0.3456  0.710  0.203  0.971  0.574  1.000  1.722  1.615  1.013  0.578  0.299  0.155  0.077
55555.6   99  1.5911  2.220e-01  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   99  1.5845  2.682e-01  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.005  1.000  0.013  0.500  0.003  0.000  0.000  0.000  0.000
17699.1   99  1.5100  3.285e-01  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.007  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
15037.6   99  1.2948  3.075e-01  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.009  1.000  0.028  0.500  0.006  0.000  0.000  0.000  0.000
13157.9   99  1.2269  2.587e-01  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.012  1.000  0.035  0.501  0.008  0.000  0.000  0.000  0.000
11111.1   99  1.2330  8.184e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.017  1.000  0.049  0.501  0.011  0.000  0.000  0.000  0.000
 9708.7   99  1.3352  2.489e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.023  1.000  0.067  0.502  0.014  0.000  0.000  0.000  0.000
 8849.6   99  1.4893 -1.754e-02  0.021  0.117    1.60  0.0056  0.012  0.203  0.041  0.029  1.000  0.087  0.503  0.017  0.001  0.000  0.000  0.000
 7782.1   99  1.2915  1.904e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.033  1.000  0.101  0.504  0.021  0.001  0.000  0.000  0.000
 6968.6   99  1.3267  1.206e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.043  1.000  0.126  0.507  0.027  0.001  0.000  0.000  0.000
 6097.6   99  1.3310  8.262e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.055  1.000  0.163  0.512  0.035  0.002  0.000  0.000  0.000
 5154.6   99  1.3445  1.444e-03  0.021  0.117    1.60  0.0005  0.001  0.203  0.000  0.074  1.000  0.221  0.521  0.047  0.004  0.000  0.000  0.000
 4618.9   99  1.3490  1.113e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.090  1.000  0.269  0.530  0.058  0.005  0.001  0.000  0.000
 4319.7   99  1.3565  6.585e-03  0.021  0.117    1.60  0.0000  0.000  0.203  0.667  0.101  1.000  0.303  0.538  0.066  0.007  0.001  0.000  0.000
 4016.1   99  1.3665  3.230e-03  0.021  0.117    1.60  0.0023  0.005  0.203  1.000  0.115  1.000  0.345  0.548  0.075  0.010  0.001  0.000  0.000
 3418.8   99  1.4171  1.339e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.154  1.000  0.461  0.583  0.101  0.017  0.003  0.001  0.000
 3444.7   99  1.4132  1.102e-02  0.021  0.117    1.60  0.0005  0.001  0.203  0.000  0.152  1.000  0.455  0.581  0.100  0.016  0.003  0.001  0.000
 2777.0   99  1.2998  1.873e-01  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.187  1.000  0.563  0.655  0.150  0.057  0.006  0.003  0.000
 2320.2   99  1.2959 -3.767e-02  0.021  0.117    1.60  0.0620  0.127  0.203  1.000  0.255  1.000  0.766  0.721  0.220  0.055  0.017  0.004  0.001
 2044.2   99  1.3203 -4.807e-03  0.021  0.117    1.60  0.0428  0.088  0.203  1.000  0.302  1.000  0.905  0.809  0.283  0.089  0.028  0.009  0.003
 1778.4   99  1.3359 -1.630e-03  0.021  0.117    1.60  0.0675  0.138  0.203  0.926  0.356  1.000  1.069  0.925  0.371  0.137  0.047  0.018  0.006
 1455.2   99  1.3495 -3.145e-03  0.021  0.117    1.60  0.1329  0.273  0.203  0.935  0.438  1.000  1.315  1.134  0.545  0.240  0.098  0.041  0.017
 1270.3   99  1.3516 -2.908e-03  0.021  0.117    1.60  0.1935  0.397  0.203  0.953  0.493  1.000  1.478  1.304  0.700  0.344  0.154  0.070  0.032
  944.3   99  1.3575 -2.191e-03  0.021  0.117    1.60  0.4172  0.857  0.203  0.976  0.601  1.000  1.801  1.733  1.141  0.683  0.370  0.200  0.103
  693.5   99  1.3618 -1.073e-03  0.021  0.117    1.60  0.8284  1.701  0.203  0.991  0.686  1.000  2.059  2.206  1.724  1.214  0.772  0.481  0.287
  527.1   99  1.3642 -8.622e-04  0.021  0.117    1.60  1.3671  2.807  0.203  0.994  0.740  1.000  2.219  2.592  2.276  1.796  1.290  0.892  0.594
  399.8   99  1.3685 -7.739e-04  0.021  0.117    1.60  2.0297  4.168  0.203  0.995  0.772  1.000  2.316  2.897  2.770  2.390  1.892  1.432  1.050
  329.1   99  1.3733 -6.709e-04  0.021  0.117    1.60  2.4860  5.105  0.203  0.996  0.783  1.000  2.348  3.041  3.028  2.744  2.294  1.830  1.425
  229.8   99  1.3896 -5.149e-03  0.021  0.117    1.60  2.9662  6.092  0.203  0.961  0.784  1.000  2.353  3.152  3.262  3.148  2.827  2.441  2.081
 7082.2   99  1.3265  1.403e-02  0.021  0.117    1.60  0.0000  0.000  0.203  0.000  0.041  1.000  0.123  0.506  0.026  0.001  0.000  0.000  0.000
