so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  527.1   80  1.3995 -1.850e-03  0.069  0.100    1.60  1.2269  3.106  0.174  0.987  0.701  1.000  2.104  2.317  1.884  1.380  0.916  0.590  0.364
  399.8   80  1.4030 -1.662e-03  0.069  0.100    1.60  1.8803  4.760  0.174  0.990  0.741  1.000  2.222  2.649  2.381  1.932  1.433  1.019  0.701
  329.1   80  1.4060 -1.438e-03  0.069  0.100    1.60  2.3501  5.949  0.174  0.991  0.756  1.000  2.269  2.823  2.669  2.297  1.813  1.368  1.006
  229.8   80  1.4193 -1.108e-02  0.069  0.100    1.60  2.8966  7.333  0.174  0.928  0.772  1.000  2.316  3.012  3.024  2.810  2.426  2.007  1.637
 7082.2   80  1.3455 -4.120e-02  0.069  0.100    1.60  0.0146  0.037  0.174  0.018  0.031  1.000  0.092  0.504  0.020  0.001  0.000  0.000  0.000
  300.0   90  1.3900 -1.810e-03  0.069  0.114    1.60  2.6958  6.001  0.198  0.988  0.777  1.000  2.330  3.032  3.029  2.778  2.355  1.909  1.518
  400.0   90  1.3820 -1.130e-03  0.069  0.114    1.60  2.0575  4.580  0.198  0.993  0.763  1.000  2.290  2.835  2.674  2.279  1.781  1.331  0.965
  440.0   90  1.3812 -1.129e-03  0.069  0.114    1.60  1.8283  4.070  0.198  0.993  0.754  1.000  2.262  2.739  2.515  2.081  1.575  1.142  0.800
  500.0   90  1.3790 -1.130e-03  0.069  0.114    1.60  1.5172  3.377  0.198  0.992  0.738  1.000  2.215  2.596  2.288  1.813  1.310  0.910  0.609
  550.0   90  1.3780 -1.360e-03  0.069  0.114    1.60  1.3010  2.896  0.198  0.991  0.724  1.000  2.171  2.476  2.106  1.611  1.120  0.752  0.485
  600.0   90  1.3770 -1.360e-03  0.069  0.114    1.60  1.1162  2.485  0.198  0.990  0.708  1.000  2.124  2.358  1.936  1.430  0.958  0.622  0.388
  675.0   90  1.3760 -1.577e-03  0.069  0.114    1.60  0.8929  1.987  0.198  0.988  0.684  1.000  2.051  2.190  1.704  1.195  0.758  0.470  0.279
  800.0   90  1.3720 -2.260e-03  0.069  0.114    1.60  0.6197  1.379  0.198  0.980  0.641  1.000  1.924  1.938  1.382  0.892  0.520  0.299  0.165
  870.0   90  1.3708 -2.735e-03  0.069  0.114    1.60  0.5126  1.141  0.198  0.974  0.617  1.000  1.852  1.811  1.230  0.759  0.422  0.233  0.124
 1000.0   90  1.3710 -3.510e-03  0.069  0.114    1.60  0.3726  0.829  0.198  0.961  0.572  1.000  1.716  1.600  0.996  0.565  0.290  0.149  0.074
 1020.0   90  1.3707 -3.589e-03  0.069  0.114    1.60  0.3549  0.790  0.198  0.959  0.565  1.000  1.695  1.571  0.965  0.541  0.274  0.139  0.068
55555.6   90  1.6200 -3.500e-01  0.069  0.114    1.60  0.0225  0.050  0.198  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   90  1.6157 -3.402e-01  0.069  0.114    1.60  0.0326  0.073  0.198  0.000  0.005  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   90  1.5566 -3.785e-01  0.069  0.114    1.60  0.0509  0.114  0.198  0.001  0.008  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
15037.6   90  1.3054 -3.605e-01  0.069  0.114    1.60  0.0688  0.153  0.198  0.001  0.009  1.000  0.026  0.500  0.006  0.000  0.000  0.000  0.000
13157.9   90  1.2598 -2.591e-01  0.069  0.114    1.60  0.0582  0.129  0.198  0.001  0.011  1.000  0.033  0.501  0.008  0.000  0.000  0.000  0.000
11111.1   90  1.2730 -9.268e-02  0.069  0.114    1.60  0.0245  0.055  0.198  0.002  0.016  1.000  0.048  0.501  0.011  0.000  0.000  0.000  0.000
 9708.7   90  1.3823 -5.753e-02  0.069  0.114    1.60  0.0164  0.037  0.198  0.009  0.022  1.000  0.065  0.502  0.013  0.000  0.000  0.000  0.000
 8849.6   90  1.5916 -1.040e-01  0.069  0.114    1.60  0.0282  0.063  0.198  0.016  0.029  1.000  0.088  0.503  0.015  0.001  0.000  0.000  0.000
 7782.1   90  1.2885 -4.080e-02  0.069  0.114    1.60  0.0156  0.034  0.198  0.014  0.032  1.000  0.095  0.504  0.020  0.001  0.000  0.000  0.000
 6968.6   90  1.3358 -3.330e-02  0.069  0.114    1.60  0.0139  0.031  0.198  0.031  0.041  1.000  0.121  0.507  0.026  0.001  0.000  0.000  0.000
 6097.6   90  1.3384 -8.480e-02  0.069  0.114    1.60  0.0407  0.090  0.198  0.017  0.051  1.000  0.155  0.510  0.032  0.002  0.000  0.000  0.000
 5154.6   90  1.3531 -6.183e-03  0.069  0.114    1.60  0.0052  0.012  0.198  0.189  0.071  1.000  0.213  0.520  0.044  0.004  0.000  0.000  0.000
 4618.9   90  1.3582 -1.508e-02  0.069  0.114    1.60  0.0118  0.026  0.198  0.205  0.086  1.000  0.259  0.528  0.055  0.005  0.001  0.000  0.000
 4319.7   90  1.3654 -9.800e-03  0.069  0.114    1.60  0.0097  0.022  0.198  0.337  0.097  1.000  0.292  0.536  0.063  0.007  0.001  0.000  0.000
 4016.1   90  1.3744 -4.832e-03  0.069  0.114    1.60  0.0079  0.018  0.198  0.558  0.111  1.000  0.333  0.545  0.071  0.009  0.001  0.000  0.000
 3418.8   90  1.4195 -1.617e-02  0.069  0.114    1.60  0.0239  0.053  0.198  0.430  0.148  1.000  0.443  0.576  0.096  0.015  0.003  0.001  0.000
 3444.7   90  1.4160 -1.337e-02  0.069  0.114    1.60  0.0210  0.047  0.198  0.472  0.146  1.000  0.437  0.574  0.095  0.014  0.003  0.001  0.000
 2777.0   90  1.3102 -1.797e-01  0.069  0.114    1.60  0.1929  0.430  0.198  0.291  0.181  1.000  0.545  0.618  0.140  0.028  0.006  0.002  0.000
 2320.2   90  1.3068  3.216e-02  0.069  0.114    1.60  0.0000  0.000  0.198  0.886  0.248  1.000  0.746  0.714  0.210  0.055  0.015  0.004  0.001
 2044.2   90  1.3288  1.867e-03  0.069  0.114    1.60  0.0363  0.081  0.198  0.904  0.294  1.000  0.882  0.793  0.268  0.083  0.025  0.008  0.003
 1778.4   90  1.3460 -4.528e-03  0.069  0.114    1.60  0.0707  0.157  0.198  0.894  0.348  1.000  1.044  0.904  0.353  0.127  0.042  0.016  0.006
 1455.2   90  1.3649 -5.368e-03  0.069  0.114    1.60  0.1395  0.310  0.198  0.907  0.430  1.000  1.290  1.105  0.518  0.223  0.088  0.036  0.015
 1270.3   90  1.3648 -4.421e-03  0.069  0.114    1.60  0.1987  0.443  0.198  0.934  0.484  1.000  1.451  1.269  0.666  0.321  0.140  0.063  0.028
  944.3   90  1.3712 -3.222e-03  0.069  0.114    1.60  0.4267  0.950  0.198  0.967  0.592  1.000  1.774  1.686  1.088  0.640  0.339  0.180  0.092
  693.5   90  1.3760 -1.569e-03  0.069  0.114    1.60  0.8470  1.886  0.198  0.987  0.677  1.000  2.032  2.150  1.650  1.143  0.715  0.438  0.257
  527.1   90  1.3783 -1.262e-03  0.069  0.114    1.60  1.3951  3.105  0.198  0.991  0.731  1.000  2.192  2.531  2.188  1.701  1.204  0.821  0.538
  399.8   90  1.3820 -1.131e-03  0.069  0.114    1.60  2.0590  4.583  0.198  0.993  0.763  1.000  2.290  2.836  2.675  2.280  1.782  1.332  0.966
  329.1   90  1.3865 -9.797e-04  0.069  0.114    1.60  2.5123  5.592  0.198  0.994  0.775  1.000  2.323  2.982  2.932  2.630  2.174  1.715  1.321
  229.8   90  1.4014 -7.524e-03  0.069  0.114    1.60  2.9701  6.612  0.198  0.944  0.779  1.000  2.339  3.112  3.199  3.068  2.738  2.351  1.993
 7082.2   90  1.3343 -3.724e-02  0.069  0.114    1.60  0.0153  0.034  0.198  0.027  0.039  1.000  0.118  0.506  0.025  0.001  0.000  0.000  0.000
  300.0   95  1.3760 -1.200e-03  0.069  0.131    1.60  2.8349  5.504  0.227  0.991  0.787  1.000  2.362  3.147  3.233  3.068  2.700  2.277  1.888
  400.0   95  1.3680 -7.500e-04  0.069  0.131    1.60  2.2814  4.429  0.227  0.995  0.781  1.000  2.344  2.998  2.947  2.624  2.151  1.682  1.280
  440.0   95  1.3664 -7.494e-04  0.069  0.131    1.60  2.0561  3.992  0.227  0.995  0.775  1.000  2.325  2.919  2.807  2.437  1.942  1.478  1.090
  500.0   95  1.3640 -7.500e-04  0.069  0.131    1.60  1.7425  3.383  0.227  0.995  0.763  1.000  2.288  2.794  2.596  2.169  1.658  1.214  0.859
  550.0   95  1.3630 -9.000e-04  0.069  0.131    1.60  1.5174  2.946  0.227  0.994  0.751  1.000  2.252  2.685  2.419  1.959  1.447  1.027  0.702
  600.0   95  1.3620 -9.000e-04  0.069  0.131    1.60  1.3201  2.563  0.227  0.994  0.738  1.000  2.213  2.576  2.250  1.765  1.261  0.868  0.575
  675.0   95  1.3610 -1.048e-03  0.069  0.131    1.60  1.0752  2.087  0.227  0.992  0.717  1.000  2.151  2.416  2.013  1.508  1.025  0.676  0.427
  800.0   95  1.3580 -1.500e-03  0.069  0.131    1.60  0.7677  1.490  0.227  0.987  0.680  1.000  2.041  2.167  1.671  1.161  0.730  0.449  0.265
  870.0   95  1.3570 -1.813e-03  0.069  0.131    1.60  0.6427  1.248  0.227  0.984  0.658  1.000  1.976  2.038  1.505  1.003  0.605  0.359  0.204
 1000.0   95  1.3560 -2.330e-03  0.069  0.131    1.60  0.4715  0.915  0.227  0.976  0.618  1.000  1.855  1.820  1.242  0.768  0.429  0.239  0.127
 1020.0   95  1.3556 -2.379e-03  0.069  0.131    1.60  0.4498  0.873  0.227  0.975  0.612  1.000  1.836  1.789  1.207  0.738  0.407  0.225  0.118
55555.6   95  1.5900 -3.460e-01  0.069  0.131    1.60  0.0261  0.051  0.227  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   95  1.5824 -3.474e-01  0.069  0.131    1.60  0.0395  0.077  0.227  0.001  0.005  1.000  0.016  0.500  0.003  0.000  0.000  0.000  0.000
17699.1   95  1.5074 -3.952e-01  0.069  0.131    1.60  0.0634  0.123  0.227  0.001  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
15037.6   95  1.2936 -3.753e-01  0.069  0.131    1.60  0.0830  0.161  0.227  0.001  0.011  1.000  0.034  0.501  0.007  0.000  0.000  0.000  0.000
13157.9   95  1.2244 -2.797e-01  0.069  0.131    1.60  0.0734  0.142  0.227  0.001  0.015  1.000  0.043  0.501  0.010  0.000  0.000  0.000  0.000
11111.1   95  1.2304 -9.734e-02  0.069  0.131    1.60  0.0303  0.058  0.227  0.003  0.021  1.000  0.061  0.502  0.014  0.000  0.000  0.000  0.000
 9708.7   95  1.3321 -5.393e-02  0.069  0.131    1.60  0.0183  0.035  0.227  0.011  0.028  1.000  0.084  0.503  0.017  0.001  0.000  0.000  0.000
 8849.6   95  1.4827 -8.182e-02  0.069  0.131    1.60  0.0280  0.054  0.227  0.020  0.035  1.000  0.108  0.505  0.020  0.001  0.000  0.000  0.000
 7782.1   95  1.2916 -3.864e-02  0.069  0.131    1.60  0.0171  0.034  0.227  0.021  0.041  1.000  0.124  0.507  0.027  0.001  0.000  0.000  0.000
 6968.6   95  1.3260 -3.060e-02  0.069  0.131    1.60  0.0151  0.029  0.227  0.043  0.052  1.000  0.155  0.510  0.033  0.002  0.000  0.000  0.000
 6097.6   95  1.3307 -9.072e-02  0.069  0.131    1.60  0.0508  0.099  0.227  0.022  0.065  1.000  0.197  0.516  0.042  0.003  0.000  0.000  0.000
 5154.6   95  1.3441 -5.468e-03  0.069  0.131    1.60  0.0063  0.012  0.227  0.244  0.090  1.000  0.270  0.531  0.058  0.006  0.001  0.000  0.000
 4618.9   95  1.3483 -1.523e-02  0.069  0.131    1.60  0.0149  0.029  0.227  0.260  0.108  1.000  0.325  0.544  0.071  0.008  0.001  0.000  0.000
 4319.7   95  1.3559 -9.711e-03  0.069  0.131    1.60  0.0127  0.025  0.227  0.404  0.121  1.000  0.365  0.555  0.081  0.010  0.001  0.000  0.000
 4016.1   95  1.3664 -4.799e-03  0.069  0.131    1.60  0.0111  0.022  0.227  0.632  0.138  1.000  0.414  0.569  0.093  0.014  0.002  0.000  0.000
 3418.8   95  1.4175 -1.709e-02  0.069  0.131    1.60  0.0334  0.065  0.227  0.496  0.182  1.000  0.546  0.613  0.125  0.023  0.005  0.001  0.000
 3444.7   95  1.4133 -1.407e-02  0.069  0.131    1.60  0.0296  0.058  0.227  0.538  0.180  1.000  0.539  0.611  0.124  0.023  0.004  0.001  0.000
 2777.0   95  1.2994 -1.950e-01  0.069  0.131    1.60  0.2452  0.476  0.227  0.325  0.218  1.000  0.653  0.666  0.182  0.045  0.011  0.004  0.001
 2320.2   95  1.2961  3.597e-02  0.069  0.131    1.60  0.0000  0.000  0.227  0.950  0.296  1.000  0.888  0.800  0.277  0.087  0.026  0.008  0.003
 2044.2   95  1.3197  2.724e-03  0.069  0.131    1.60  0.0518  0.100  0.227  0.938  0.344  1.000  1.034  0.901  0.354  0.127  0.043  0.015  0.005
 1778.4   95  1.3355 -3.363e-03  0.069  0.131    1.60  0.0959  0.187  0.227  0.936  0.401  1.000  1.205  1.037  0.464  0.189  0.072  0.029  0.011
 1455.2   95  1.3499 -3.703e-03  0.069  0.131    1.60  0.1818  0.353  0.227  0.943  0.483  1.000  1.450  1.274  0.672  0.325  0.143  0.064  0.029
 1270.3   95  1.3508 -2.960e-03  0.069  0.131    1.60  0.2584  0.502  0.227  0.960  0.536  1.000  1.608  1.462  0.853  0.455  0.220  0.108  0.052
  944.3   95  1.3567 -2.140e-03  0.069  0.131    1.60  0.5380  1.045  0.227  0.979  0.635  1.000  1.907  1.910  1.347  0.860  0.496  0.284  0.155
  693.5   95  1.3610 -1.042e-03  0.069  0.131    1.60  1.0241  1.988  0.227  0.992  0.712  1.000  2.135  2.377  1.957  1.449  0.973  0.635  0.397
  527.1   95  1.3634 -8.364e-04  0.069  0.131    1.60  1.6163  3.138  0.227  0.994  0.757  1.000  2.269  2.735  2.500  2.053  1.541  1.109  0.770
  399.8   95  1.3680 -7.508e-04  0.069  0.131    1.60  2.2828  4.432  0.227  0.995  0.781  1.000  2.344  2.998  2.948  2.625  2.152  1.683  1.281
  329.1   95  1.3724 -6.497e-04  0.069  0.131    1.60  2.6888  5.220  0.227  0.996  0.788  1.000  2.363  3.114  3.163  2.944  2.535  2.085  1.680
  229.8   95  1.3886 -4.994e-03  0.069  0.131    1.60  3.0153  5.855  0.227  0.958  0.784  1.000  2.349  3.184  3.330  3.286  3.022  2.689  2.367
 7082.2   95  1.3258 -3.436e-02  0.069  0.131    1.60  0.0166  0.032  0.227  0.039  0.051  1.000  0.150  0.510  0.032  0.002  0.000  0.000  0.000
  300.0   99  1.3600 -5.010e-04  0.069  0.175    1.60  2.9979  4.349  0.304  0.995  0.793  1.000  2.380  3.282  3.494  3.502  3.279  2.971  2.661
  400.0   99  1.3510 -3.130e-04  0.069  0.175    1.60  2.7321  3.963  0.304  0.998  0.803  1.000  2.409  3.240  3.384  3.238  2.876  2.442  2.030
  440.0   99  1.3493 -3.127e-04  0.069  0.175    1.60  2.5659  3.722  0.304  0.998  0.802  1.000  2.405  3.197  3.298  3.097  2.693  2.235  1.811
  500.0   99  1.3470 -3.130e-04  0.069  0.175    1.60  2.2966  3.332  0.304  0.998  0.797  1.000  2.391  3.119  3.148  2.875  2.423  1.947  1.521
  550.0   99  1.3450 -3.750e-04  0.069  0.175    1.60  2.0723  3.006  0.304  0.997  0.791  1.000  2.373  3.046  3.015  2.689  2.208  1.730  1.313
  600.0   99  1.3440 -3.750e-04  0.069  0.175    1.60  1.8657  2.707  0.304  0.997  0.784  1.000  2.351  2.965  2.872  2.502  2.001  1.529  1.129
  675.0   99  1.3429 -4.374e-04  0.069  0.175    1.60  1.5880  2.303  0.304  0.997  0.771  1.000  2.312  2.839  2.659  2.234  1.719  1.265  0.899
  800.0   99  1.3410 -6.260e-04  0.069  0.175    1.60  1.2105  1.756  0.304  0.995  0.746  1.000  2.238  2.626  2.320  1.837  1.327  0.922  0.617
  870.0   99  1.3400 -7.561e-04  0.069  0.175    1.60  1.0417  1.511  0.304  0.994  0.731  1.000  2.193  2.509  2.145  1.644  1.147  0.773  0.501
 1000.0   99  1.3390 -9.730e-04  0.069  0.175    1.60  0.7978  1.157  0.304  0.991  0.701  1.000  2.104  2.301  1.849  1.334  0.874  0.558  0.342
 1020.0   99  1.3387 -9.876e-04  0.069  0.175    1.60  0.7657  1.110  0.304  0.991  0.696  1.000  2.090  2.271  1.808  1.292  0.839  0.531  0.323
55555.6   99  1.5560 -3.400e-01  0.069  0.175    1.60  0.0354  0.051  0.304  0.000  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
23529.4   99  1.5447 -3.571e-01  0.069  0.175    1.60  0.0561  0.082  0.304  0.001  0.009  1.000  0.028  0.500  0.006  0.000  0.000  0.000  0.000
17699.1   99  1.4503 -4.144e-01  0.069  0.175    1.60  0.0933  0.135  0.304  0.002  0.015  1.000  0.047  0.501  0.009  0.000  0.000  0.000  0.000
15037.6   99  1.2810 -3.909e-01  0.069  0.175    1.60  0.1174  0.170  0.304  0.002  0.020  1.000  0.059  0.502  0.013  0.000  0.000  0.000  0.000
13157.9   99  1.1847 -3.010e-01  0.069  0.175    1.60  0.1093  0.159  0.304  0.002  0.024  1.000  0.073  0.503  0.017  0.001  0.000  0.000  0.000
11111.1   99  1.1809 -1.024e-01  0.069  0.175    1.60  0.0440  0.064  0.304  0.003  0.034  1.000  0.104  0.505  0.023  0.001  0.000  0.000  0.000
 9708.7   99  1.2744 -4.969e-02  0.069  0.175    1.60  0.0238  0.034  0.304  0.019  0.047  1.000  0.140  0.508  0.031  0.002  0.000  0.000  0.000
 8849.6   99  1.3572 -5.682e-02  0.069  0.175    1.60  0.0290  0.042  0.304  0.035  0.058  1.000  0.173  0.513  0.036  0.002  0.000  0.000  0.000
 7782.1   99  1.2952 -3.595e-02  0.069  0.175    1.60  0.0222  0.033  0.304  0.052  0.070  1.000  0.211  0.519  0.046  0.004  0.000  0.000  0.000
 6968.6   99  1.3158 -2.758e-02  0.069  0.175    1.60  0.0197  0.028  0.304  0.092  0.086  1.000  0.259  0.529  0.056  0.006  0.001  0.000  0.000
 6097.6   99  1.3214 -9.760e-02  0.069  0.175    1.60  0.0766  0.111  0.304  0.043  0.108  1.000  0.322  0.542  0.072  0.008  0.001  0.000  0.000
 5154.6   99  1.3333 -4.667e-03  0.069  0.175    1.60  0.0115  0.017  0.304  0.396  0.145  1.000  0.434  0.576  0.101  0.016  0.003  0.001  0.000
 4618.9   99  1.3371 -1.552e-02  0.069  0.175    1.60  0.0259  0.038  0.304  0.411  0.172  1.000  0.515  0.605  0.125  0.023  0.004  0.001  0.000
 4319.7   99  1.3453 -9.664e-03  0.069  0.175    1.60  0.0243  0.035  0.304  0.558  0.191  1.000  0.573  0.629  0.142  0.029  0.006  0.001  0.000
 4016.1   99  1.3573 -4.756e-03  0.069  0.175    1.60  0.0246  0.036  0.304  0.767  0.214  1.000  0.641  0.658  0.164  0.037  0.009  0.002  0.001
 3418.8   99  1.4156 -1.815e-02  0.069  0.175    1.60  0.0695  0.101  0.304  0.635  0.272  1.000  0.816  0.741  0.221  0.062  0.016  0.005  0.002
 3444.7   99  1.4106 -1.487e-02  0.069  0.175    1.60  0.0627  0.091  0.304  0.674  0.269  1.000  0.808  0.737  0.218  0.060  0.016  0.004  0.002
 2777.0   99  1.2875 -2.127e-01  0.069  0.175    1.60  0.3748  0.543  0.304  0.379  0.310  1.000  0.930  0.833  0.321  0.109  0.036  0.012  0.004
 2320.2   99  1.2839  4.038e-02  0.069  0.175    1.60  0.0083  0.012  0.304  1.000  0.412  1.000  1.236  1.072  0.499  0.209  0.082  0.034  0.013
 2044.2   99  1.3099  3.724e-03  0.069  0.175    1.60  0.1145  0.166  0.304  0.975  0.462  1.000  1.388  1.219  0.626  0.292  0.127  0.056  0.024
 1778.4   99  1.3220 -2.020e-03  0.069  0.175    1.60  0.1914  0.278  0.304  0.978  0.519  1.000  1.557  1.407  0.803  0.416  0.198  0.095  0.045
 1455.2   99  1.3339 -1.801e-03  0.069  0.175    1.60  0.3406  0.494  0.304  0.979  0.593  1.000  1.779  1.706  1.114  0.659  0.354  0.190  0.099
 1270.3   99  1.3349 -1.277e-03  0.069  0.175    1.60  0.4696  0.681  0.304  0.986  0.637  1.000  1.911  1.923  1.364  0.874  0.507  0.291  0.161
  944.3   99  1.3397 -8.965e-04  0.069  0.175    1.60  0.8948  1.298  0.304  0.992  0.714  1.000  2.142  2.388  1.970  1.458  0.981  0.641  0.402
  693.5   99  1.3429 -4.349e-04  0.069  0.175    1.60  1.5278  2.216  0.304  0.997  0.767  1.000  2.301  2.806  2.606  2.169  1.654  1.206  0.849
  527.1   99  1.3458 -3.487e-04  0.069  0.175    1.60  2.1733  3.153  0.304  0.997  0.794  1.000  2.382  3.080  3.077  2.774  2.305  1.827  1.405
  399.8   99  1.3510 -3.133e-04  0.069  0.175    1.60  2.7330  3.964  0.304  0.998  0.803  1.000  2.409  3.240  3.384  3.239  2.877  2.443  2.031
  329.1   99  1.3563 -2.710e-04  0.069  0.175    1.60  2.9621  4.297  0.304  0.998  0.798  1.000  2.395  3.282  3.482  3.438  3.167  2.807  2.451
  229.8   99  1.3749 -2.087e-03  0.069  0.175    1.60  2.9427  4.269  0.304  0.975  0.776  1.000  2.327  3.245  3.453  3.577  3.467  3.302  3.125
 7082.2   99  1.3171 -3.112e-02  0.069  0.175    1.60  0.0216  0.031  0.304  0.085  0.084  1.000  0.252  0.528  0.055  0.005  0.001  0.000  0.000
